503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644902493011968;Sun Aug 24 20:47:56 +0000 2014;RT @HalDockins: I hope the quake in Northern California causes an increase in emergency preparedness in all communities, not just downtown(…;
503644885753143296;Sun Aug 24 20:47:52 +0000 2014;Dozens injured, 6 critically, after strong earthquake in California http://t.co/YcrJw5jEci;
503644869500227584;Sun Aug 24 20:47:48 +0000 2014;Amazingly only 2 broken bottles in our Sonoma Tasting Room after the 6.0 quake. Some wine sloshing in… http://t.co/YTU1fsh87h;
503644726734516224;Sun Aug 24 20:47:14 +0000 2014;Latest on the 6.0 magnitude quake that shook Napa Valley - http://t.co/TvkOAdtQuY;
503644931567935490;Sun Aug 24 20:48:03 +0000 2014;“@nbcchicago: Napa Valley winery loses hundreds of bottles following Sunday's #earthquake http://t.co/2woO4ydVyE”

🙈😟😭;earthquake, 
503644949011644416;Sun Aug 24 20:48:07 +0000 2014;RT @janinebucks: Ohio USA Columbus » http://t.co/Y1bIlanwwQ  #earthquake 180 Northern California rocked by magnitude 6.0 earthquake earthqu…;earthquake, 
503644952686260224;Sun Aug 24 20:48:08 +0000 2014;RT @FoxNews: 6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t…;earthquake, napaquake, 
503644909451358208;Sun Aug 24 20:47:58 +0000 2014;RT @nelson3748: “...earthquake in Napa...described as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."” @JackH…;
503644917210423296;Sun Aug 24 20:48:00 +0000 2014;RT @theblaze: At least 15 buildings are no longer inhabitable after Sunday’s 6.1 magnitude Bay Area earthquake, officials said:
http://t.co…;
503644998386982912;Sun Aug 24 20:48:19 +0000 2014;RT @Slate: Strongest Earthquake Since 1989 Rocks California’s Bay Area, Dozens Injured http://t.co/WtdwJU6UXJ;
503644914593198080;Sun Aug 24 20:47:59 +0000 2014;RT @CBSSF: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/NsZXaTPO46;
503644966082461696;Sun Aug 24 20:48:11 +0000 2014;Love and prayer to all those touched by the earthquake in California! #SpilledWineMakesMeCry;SpilledWineMakesMeCry, 
503644975788089344;Sun Aug 24 20:48:14 +0000 2014;RT @WineSpectator: Earthquake Strikes Napa Valley; Wineries Assess Damage - Dozens injured, buildings damaged and wineries trying to ... ht…;
503644920843079680;Sun Aug 24 20:48:01 +0000 2014;RT @itvnews: Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm;
503644959237758976;Sun Aug 24 20:48:10 +0000 2014;RT @Logan_Dion: Typical California☀️ skating the earthquake fault lines😂 http://t.co/YUWyJk6KUs;
503644966024134660;Sun Aug 24 20:48:11 +0000 2014;RT @KUSI_News: #California governor @JerryBrownGov declares state of emergency after 6.1 quake in #Napa. http://t.co/CgBctGI98u http://t.co…;California, Napa, 
503645008755687424;Sun Aug 24 20:48:22 +0000 2014;RT @spokanejournal: Real time coverage of #Napa California #earthquake at http://napa http://t.co/sLOmLoMNg9 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503644942896336896;Sun Aug 24 20:48:06 +0000 2014;RT @GirishB: The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C;napaearthquake, nbcbayarea, 
503644949083357184;Sun Aug 24 20:48:07 +0000 2014;RT @danielpunkass: Viral images of Napa wine fallen to the floor in quake. Don't mean to be callous, but did these wineries not know where …;
503644962341134337;Sun Aug 24 20:48:10 +0000 2014;Sorry about the earthquake, Bay Area. Enjoy watching a Giants implosion.;
503644980775514112;Sun Aug 24 20:48:15 +0000 2014;RT @FoxNews: Northern California rocked by magnitude 6.0 earthquake http://t.co/QLEh5Zl8uA http://t.co/Mqhlkuv2P8;
503644907635245058;Sun Aug 24 20:47:57 +0000 2014;RT @BBCBreaking: Power cuts and minor damage after California earthquake but no immediate reports of injuries http://t.co/E5Wn7Ffhke http:/…;
503644909996220416;Sun Aug 24 20:47:58 +0000 2014;FEMA says it has deployed liaisons to state emergency operations centers to help coordinate any requests for federal assistance. #napaquake;napaquake, 
503644998840352768;Sun Aug 24 20:48:19 +0000 2014;RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http…;
503644914849042432;Sun Aug 24 20:47:59 +0000 2014;All #RedCross #napaquake needs met at this time. Visit http://t.co/x9x35nF33p to support disaster relief when/where needed. @RedCrossBayArea;RedCross, napaquake, 
503644988606259200;Sun Aug 24 20:48:17 +0000 2014;RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA;
503645007547346944;Sun Aug 24 20:48:21 +0000 2014;RT @AP: VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo;
503644975889133568;Sun Aug 24 20:48:14 +0000 2014;Dateline, Napa: Neighborhood sends cooking staff to loot stores following 6.0 quake. http://t.co/UZtJyDc8G1;
503644905345134592;Sun Aug 24 20:47:57 +0000 2014;RT @KCBSNews: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/FwhgKEhYnE;
503644986257440768;Sun Aug 24 20:48:16 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644972344954880;Sun Aug 24 20:48:13 +0000 2014;Sending prayers to those up in the Napa area who have been effected by the earthquake very early this morning. &lt;3;
503644998412554240;Sun Aug 24 20:48:19 +0000 2014;RT @HistoryofWine: Images of the #Earthquake damage in #Napa http://t.co/skoMrk4qiL;Earthquake, Napa, 
503644946109181952;Sun Aug 24 20:48:07 +0000 2014;RT @janinebucks: Ohio USA Columbus » http://t.co/Y1bIlanwwQ  #earthquake 180 Northern California rocked by magnitude 6.0 earthquake earthqu…;earthquake, 
503644931341041664;Sun Aug 24 20:48:03 +0000 2014;After earthquake, fire destroys units at Napa mobile home park (w/video): Up to four units in a Napa County... http://t.co/RKugywdGWS;
503644978183413761;Sun Aug 24 20:48:14 +0000 2014;Over 85 Injured in 6.0 Bay Area Earthquake - http://t.co/7Fl5wgHsDu http://t.co/aEpW3HoAkj;
503644955743485952;Sun Aug 24 20:48:09 +0000 2014;Magnitude 6.0 quake in California causes injuries, fires, power outages http://t.co/T4zwwAeR8s
#Californiaearthquake http://t.co/izqcrUEXkS;Californiaearthquake, 
503644946587721730;Sun Aug 24 20:48:07 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644918074843137;Sun Aug 24 20:48:00 +0000 2014;RT @TeagWall: 6.0 Earthquake in Napa this morning. Oh, the HORROR! This is the stuff of nightmares! http://t.co/aBoeaFxDj6;
503644916732682240;Sun Aug 24 20:48:00 +0000 2014;Earthquake in California (Napa) wine country. Did anyone get hold of that most famous @mets player and grape grower, my pal Seaver? #GTS;GTS, 
503644960588333056;Sun Aug 24 20:48:10 +0000 2014;"@clydetheslyde: Conservatives already assessing blame on this morning's San Francisco area #earthquake " ::ROLLING:: http://t.co/SnhoAlJ2Ry;earthquake, 
503644933589184512;Sun Aug 24 20:48:04 +0000 2014;Apparently I missed an earth quake here in California this morning?  My sister just called from New York to see if I felt it.  Nope. :);
503644918146158593;Sun Aug 24 20:48:00 +0000 2014;RT @dougmccune: experimenting with color for the #napa #earthquake 3D model of shake intensity http://t.co/JAHOrpt66q;napa, earthquake, 
503645004322312192;Sun Aug 24 20:48:20 +0000 2014;California Hit With Earthquake Of 6.0 Magnitude http://t.co/El05JNPvQv;
503644955756486656;Sun Aug 24 20:48:09 +0000 2014;Napa Rocked by Magnitude-6.0 Earthquake; State of Emergency Declared | KTLA http://t.co/Is8iZdfHzP;
503644903994171392;Sun Aug 24 20:47:57 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503644977407483904;Sun Aug 24 20:48:14 +0000 2014;RT @jilltucker: Wine all over the floor at the Trahan tasting room downtown after #napaearthquake http://t.co/dwvd6TpkDz;napaearthquake, 
503644995216506880;Sun Aug 24 20:48:18 +0000 2014;USA » NEWS » http://t.co/O1bTUGvcQw HOT NEWS 591 earthquake Dozens injured, 3 critically, after strong earthquake in California #earthquake…;earthquake, 
503645006327209984;Sun Aug 24 20:48:21 +0000 2014;Strong 6.0 Earthquake Hits Northern California [Video] - http://t.co/B8skrtwPBZ http://t.co/kCKJTCi1V0;
503644930187993089;Sun Aug 24 20:48:03 +0000 2014;The largest earthquake to hit the Bay Area in 25 years sent people to hospitals, ignited fires, damaged historic... http://t.co/2a10y9crcf;
503644966342512642;Sun Aug 24 20:48:11 +0000 2014;RT @TripleMAdelaide: A state of emergency has been declared after a magnitude 6 quake hit Napa, Northern Cali. Largest quake in Bay area in…;
503644974131707904;Sun Aug 24 20:48:13 +0000 2014;RT @AJELive: Biggest quake in decades knocks out power to about 40,000 homes and businesses in northern San Francisco area | http://t.co/CM…;
503644910386704384;Sun Aug 24 20:47:58 +0000 2014;Investigations found no damage at Folsom, Nimbus &amp; Monticello (Lake Berryessa) dams or Putah South Canal following #napaearthquake;napaearthquake, 
503645005290823681;Sun Aug 24 20:48:21 +0000 2014;RT @KenAdair1: Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it o…;
503645099423973376;Sun Aug 24 20:48:43 +0000 2014;RT @DonnaUlisse: Love and prayer to all those touched by the earthquake in California! #SpilledWineMakesMeCry;SpilledWineMakesMeCry, 
503645172102889472;Sun Aug 24 20:49:00 +0000 2014;RT @jimsciutto: Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains befor…;napaquake, 
503645041294704640;Sun Aug 24 20:48:29 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503645123133964288;Sun Aug 24 20:48:49 +0000 2014;State of emergency after Calif. quake http://t.co/H2UJFZHTh5 via @usatoday our prayers are with the people of Northern California;
503645024949530624;Sun Aug 24 20:48:25 +0000 2014;Strong earthquake rocks California http://t.co/TCf9c9f55u via @YahooNews  #feltlikeiwasonawaterbed;);feltlikeiwasonawaterbed, 
503645136426119168;Sun Aug 24 20:48:52 +0000 2014;whenever an earthquake happens in California people either sleep right through it or wake up immediately and go back to sleep;
503645117094182912;Sun Aug 24 20:48:47 +0000 2014;Northern California rocked by magnitude 6 0 earthquake: http://t.co/f51LQl2Qcr via @YouTube;
503645053978705920;Sun Aug 24 20:48:32 +0000 2014;The latest from AP reporters on scene after California earthquake causes damage, injuries http://t.co/aXEBNCu1y2;
503645044575064064;Sun Aug 24 20:48:30 +0000 2014;RT @CNBC: A 6.0 earthquake hit Northern California this morning, most damage centering in Napa region: http://t.co/aGSmccdi0q http://t.co/K…;
503645028930306048;Sun Aug 24 20:48:26 +0000 2014;Earthquake of 6.0 Magnitude Hits Northern California - http://t.co/GO6XFH9wZL http://t.co/NvWYJyUSjN;
503645089164296192;Sun Aug 24 20:48:41 +0000 2014;RT @shelleymlloyd: 6.0-magnitude quake rocks northern California http://t.co/1w4nEQtJ6I  @ABCNews at 7 @612brisbane @abcnews_qld;
503645050627035136;Sun Aug 24 20:48:32 +0000 2014;RT @kron4news: SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME;
503645075163717632;Sun Aug 24 20:48:37 +0000 2014;RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA;
503645153534693377;Sun Aug 24 20:48:56 +0000 2014;RT @digiphile: When earthquakes break off lemons, make lemonade http://t.co/afl0rwfrZM Iconic photo by @nbcbayarea photographer  Jeremy Car…;
503645030679330817;Sun Aug 24 20:48:27 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake;quake, SouthNapaQuake, 
503645103496638464;Sun Aug 24 20:48:44 +0000 2014;RT @Mullin_Around: This photo! MT @SFGate: Latest photos and updates from #Napaquake here: http://t.co/ssg3a1xuQo #earthquake http://t.co/G…;Napaquake, earthquake, 
503645147146383360;Sun Aug 24 20:48:55 +0000 2014;RT @USAA: If affected by #NapaEarthquake, we can help: USAA Mobile App, http://t.co/O9SFGO6F4G, http://t.co/jCVYQYLaN7 &amp; 1-800-531-8722.;NapaEarthquake, 
503645021330235393;Sun Aug 24 20:48:25 +0000 2014;RT @Scott42195: Billions of jellyfish coating the beaches, an M6.0 earthquake, exceptional drought spreading rapidly..not Hollywood just #C…;
503645030117310465;Sun Aug 24 20:48:27 +0000 2014;I bet that earthquake that happened in Napa broke a lot of wine bottles.;
503645067576217600;Sun Aug 24 20:48:36 +0000 2014;RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.;earthquake, 
503645064124305408;Sun Aug 24 20:48:35 +0000 2014;RT @sfappeal: #NapaQuake: 21,000 Still Without Power: http://t.co/5Y00cOmGsV #earthquake;NapaQuake, earthquake, 
503645015633973248;Sun Aug 24 20:48:23 +0000 2014;RT @MishaRN: RT @KCBSNews: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/D1dGqCWqb4/s/Xa…;
503645071443382272;Sun Aug 24 20:48:36 +0000 2014;6.0-magnitude quake rocks northern California http://t.co/1w4nEQtJ6I  @ABCNews at 7 @612brisbane @abcnews_qld;
503645043010584576;Sun Aug 24 20:48:30 +0000 2014;Injury count increasing. California quake one of the USA's strongest this year http://t.co/Xk0Bx95Ibj via @USATODAY;
503645080565977088;Sun Aug 24 20:48:39 +0000 2014;RT @RedCrossBayArea: After #napaquake tip: If you smell gas, shut it off and evacuate. Call @PGE4Me at 1-800-743-5002. Don’t turn it back o…;napaquake, 
503645013793062912;Sun Aug 24 20:48:23 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503645095695233025;Sun Aug 24 20:48:42 +0000 2014;Sadly, some #Napa residents lost their homes during earthquake and fire. 
https://t.co/l2ygv5MGfv via @MatthewKeysLive #EarthquakeCalifornia;Napa, EarthquakeCalifornia, 
503645102318034944;Sun Aug 24 20:48:44 +0000 2014;RT @CBSNews: Large earthquake rattles San Francisco Bay Area - http://t.co/6RpaiWOa7F http://t.co/MTK895AMSn;
503645117404553216;Sun Aug 24 20:48:47 +0000 2014;Strong California earthquake causes injuries, damage: The largest earthquake to hit the San Francisco Bay Area... http://t.co/1Qwxp7c3vC;
503645169993129984;Sun Aug 24 20:49:00 +0000 2014;RT @VivianHo: In a strange twist, Napa police said a body was just found in a Main Street building. Had been there for "days," not earthqua…;
503645131342229504;Sun Aug 24 20:48:51 +0000 2014;Time to walk around &amp; evaluate our own home's earthquake proof-ness - 6.0 earthquake shakes Northern CA http://t.co/2RnzHo6l0t @MailOnline;
503645162233290752;Sun Aug 24 20:48:58 +0000 2014;There will b billions of $ in damage this #earthquake.  Please support your #napa businesses &amp; buy more wine. Will be a challenging year.;earthquake, napa, 
503645030742233088;Sun Aug 24 20:48:27 +0000 2014;RT @nelson3748: “...earthquake in Napa...described as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."” @JackH…;
503645045082570752;Sun Aug 24 20:48:30 +0000 2014;RT @ABC7: PHOTOS: South Napa #earthquake rattles wine country http://t.co/6IRnZciB8e http://t.co/D8lRIBlPPj;earthquake, 
503645170315710464;Sun Aug 24 20:49:00 +0000 2014;RT @Africanbeastiza: first the drought and now an earthquake , California needs to pick a struggle and stick with it damn;
503645019048534016;Sun Aug 24 20:48:24 +0000 2014;RT @dougmccune: experimenting with color for the #napa #earthquake 3D model of shake intensity http://t.co/JAHOrpt66q;napa, earthquake, 
503645023275991040;Sun Aug 24 20:48:25 +0000 2014;RT @cnnbrk: 6.1 earthquake is strongest to hit Bay Area since 1989 World Series quake, says CNN meteorologist Todd Borek. http://t.co/ggmFk…;
503645155120144384;Sun Aug 24 20:48:56 +0000 2014;RT @Tweetbrk: LATEST UPDATE: 100 people injured, 6 people in critical condition after 6.0 #napaquake http://t.co/B8J5EQ1Rr9 @SFGate http://…;napaquake, 
503645159536738306;Sun Aug 24 20:48:57 +0000 2014;RT @Renie_Rivas: Don't think I can ever call myself altruistic again if my first thought upon hearing about the Napa earthquake was "IS THE…;
503645098551558144;Sun Aug 24 20:48:43 +0000 2014;RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http…;
503645088283496448;Sun Aug 24 20:48:41 +0000 2014;RT @natt0: Sorry about the earthquake, Bay Area. Enjoy watching a Giants implosion.;
503645050656419840;Sun Aug 24 20:48:32 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503645170466684928;Sun Aug 24 20:49:00 +0000 2014;Some of the lesser damage inside Napa Valley mobile home park #napaquake http://t.co/B95G7LTnAu;napaquake, 
503645175319912450;Sun Aug 24 20:49:01 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake;quake, SouthNapaQuake, 
503645175265361920;Sun Aug 24 20:49:01 +0000 2014;As do I“@conor64 RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake / I approve!”;quake, 
503645085654089728;Sun Aug 24 20:48:40 +0000 2014;RT @AmyVansant: Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is …;earthquake, 
503645094181085185;Sun Aug 24 20:48:42 +0000 2014;RT @AmyVansant: Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is …;earthquake, 
503645077357350912;Sun Aug 24 20:48:38 +0000 2014;RT @DavidClinchNews: "Anyone have an extra newspaper building we could borrow?" @NapaRegister office: #NapaQuake https://t.co/6Yv5kj17X7 ht…;NapaQuake, 
503645108689207296;Sun Aug 24 20:48:45 +0000 2014;So sad. Earthquake Rattles Napa Harvest http://t.co/w2RwtT8cTZ;
503645108739526656;Sun Aug 24 20:48:45 +0000 2014;RT @neetzan: Iconic MT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. By Jeremy Carroll http://t.co/KHfA…;
503645057656700928;Sun Aug 24 20:48:33 +0000 2014;RT @CDCemergency: The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M;Napa, earthquake, 
503645131883286528;Sun Aug 24 20:48:51 +0000 2014;RT @StephenStockTV: #napaquake PG&amp;E says initially 30,000 left without power starting at 3:30am -Now working to restore power to 24,000 sti…;napaquake, 
503645161138565120;Sun Aug 24 20:48:58 +0000 2014;RT @WayneFreedman: #earthquake.  This crack in a Napa vineyard is at least 10 feet deep http://t.co/AhFGn6slqd;earthquake, 
503645121712492544;Sun Aug 24 20:48:48 +0000 2014;At least 15 buildings are no longer inhabitable after Sunday’s 6.1 magnitude Bay Area earthquake, officials said:
 http://t.co/qgjLHQ34yH;
503645017693777920;Sun Aug 24 20:48:24 +0000 2014;Reading about home and the #napaquake ,hope all of our friends and the community are doing ok.glad we missed it but wishing we could help;napaquake, 
503645058110083072;Sun Aug 24 20:48:33 +0000 2014;Photos show earthquake devastation in Napa wine country http://t.co/9ts3t26Eky;
503645042398208000;Sun Aug 24 20:48:30 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503645043538657280;Sun Aug 24 20:48:30 +0000 2014;California governor declares emergency from quake - http://t.co/nnlqVcazQF;
503645039726448640;Sun Aug 24 20:48:29 +0000 2014;RT @BBCBreaking: Earthquake near San Francisco/Sacramento rocks buildings, shatters glass, Twitter users report http://t.co/oDy3rKPBto http…;
503645146844758016;Sun Aug 24 20:48:54 +0000 2014;California winemakers cleaning up after quake (from @AP) http://t.co/1nyP1rNyoF;
503645138435182592;Sun Aug 24 20:48:52 +0000 2014;RT @AHMalcolm: 89 injd in 2days 6.0mag Napa Calif quake, worst in 25 yrs. Power outages. Bldgs damaged. Gov declares state of emerg. http:/…;
503645170760683523;Sun Aug 24 20:49:00 +0000 2014;I don't want to say Napa Valley got shook up by that earthquake, but all 2015 wine will now be grape soda #thankyouladiesandgerms;thankyouladiesandgerms, 
503645114619551744;Sun Aug 24 20:48:47 +0000 2014;Napa restaurants assess the Northern California earthquake damage [UPDATES]: http://t.co/pZAs1gpl02;
503645139735445504;Sun Aug 24 20:48:53 +0000 2014;RT @AP: VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo;
503645076942102528;Sun Aug 24 20:48:38 +0000 2014;We're in Hayward, CA and felt that earthquake in Napa this morning. Wasn't as severe but there were tremors;
503645097565495296;Sun Aug 24 20:48:43 +0000 2014;RT @tjholmes: CA Rep. Mike Thompson: "some of the wineries have been hit pretty hard." #napaquake @msnbc;napaquake, 
503645036760666112;Sun Aug 24 20:48:28 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503645124019384320;Sun Aug 24 20:48:49 +0000 2014;California earthquake: three critically injured and 87 sent to hospital http://t.co/ID2T0aQei2 #uk #unitedingdom;uk, unitedingdom, 
503645191329554433;Sun Aug 24 20:49:05 +0000 2014;“@NorthBayNews: #Earthquake's toll: 120 treated at #Napa hospital http://t.co/VhSmWxdurm” hoping everyone is okay!🙏😳;Earthquake, Napa, 
503645203572346880;Sun Aug 24 20:49:08 +0000 2014;RT @fakerapper: 😭😭 “@Ghardhar: Napa quake causes $29.00 damage at local Dollar Store! http://t.co/eZFPBIT7fQ”;
503645271562412032;Sun Aug 24 20:49:24 +0000 2014;RT @KyungLahCNN: #napaquake Just arrived in downtown #Napa. Bricks, damage litters street. Widespread thru older section of Napa #CNN http:…;napaquake, Napa, CNN, 
503645282987679744;Sun Aug 24 20:49:27 +0000 2014;RT @allaboutnapa: See the latest photos and updates from #Napaquake here: http://t.co/qBxusjsHYt http://t.co/2QDX6aZ5a8 via @SFGate;Napaquake, 
503645262175567872;Sun Aug 24 20:49:22 +0000 2014;RT @mgafni: Backside of historic downtown #Napa home folded all different ways #napaquake http://t.co/9f2nEliyJI;Napa, napaquake, 
503645212208427008;Sun Aug 24 20:49:10 +0000 2014;California Earthquake: Three Critically Injured As Governor Declares Emergency #NewsAd link http://t.co/wXFmyVouT9;NewsAd, 
503645257804689409;Sun Aug 24 20:49:21 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503645285948481536;Sun Aug 24 20:49:28 +0000 2014;Magnitude 6.1 EARTHQUAKE moment Vallejo, CA | 08 - 24 - 2014:    submitted by  jhug  [link] [6 comments]  http://t.co/rrhM0NRpLC;
503645198652428289;Sun Aug 24 20:49:07 +0000 2014;California Earthquake: Three Critically Injured As Governor Declares Emergency #NewsAd link http://t.co/5wFL7S3nU8;NewsAd, 
503645255720124416;Sun Aug 24 20:49:20 +0000 2014;The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/t3RrBUvbaM;
503645256420569088;Sun Aug 24 20:49:21 +0000 2014;California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/rJuyd2NUTX;
503645207355592704;Sun Aug 24 20:49:09 +0000 2014;RT @laura_nelson: Three buildings on Brown Street that were damaged during the #napaquake were masonry buildings that were not retrofitted,…;napaquake, 
503645218063654912;Sun Aug 24 20:49:11 +0000 2014;😙Thank you Tweeties for checking in with me! The #napaquake hit the Bay area as well, although fortunately I am on vacation in San Diego!;napaquake, 
503645200183730177;Sun Aug 24 20:49:07 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503645219837857792;Sun Aug 24 20:49:12 +0000 2014;Napa earthquake a big blow to California wine industry: "It's not just good wine we lost, it's our best wine,"... http://t.co/SIfpoNUI1B;
503645251727556609;Sun Aug 24 20:49:20 +0000 2014;RT @myfoxla: #NapaQuake Stats: Six Flags will also be shut down to inspect for earthquake damage. Full story: http://t.co/U3uVl1mH0K;NapaQuake, 
503645225126883328;Sun Aug 24 20:49:13 +0000 2014;Downtown Napa post office just got red tagged #unsafe. #napaearthquake http://t.co/ES2AIgLdKT;unsafe, napaearthquake, 
503645226192236544;Sun Aug 24 20:49:13 +0000 2014;RT @ginalimp: USA » NEWS » http://t.co/O1bTUGvcQw HOT NEWS 591 earthquake Dozens injured, 3 critically, after strong earthquake in Californ…;
503645217510019073;Sun Aug 24 20:49:11 +0000 2014;South Napa earthquake aftermath: Dozens injured, homes destroyed, thousands without power: At least four homes... http://t.co/w2BRHUpGa1;
503645272086282240;Sun Aug 24 20:49:24 +0000 2014;California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/uTOHFgo5Qj;
503645245373169664;Sun Aug 24 20:49:18 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503645260845944832;Sun Aug 24 20:49:22 +0000 2014;RT @laura_nelson: Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http…;
503645230139052032;Sun Aug 24 20:49:14 +0000 2014;Inexplicable: @CBSSF --why do you have golf on? #napaquake Inexcusable.;napaquake, 
503645213274165250;Sun Aug 24 20:49:10 +0000 2014;RT @CBSSF: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC;
503645236933824513;Sun Aug 24 20:49:16 +0000 2014;The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/LUBFqnHMbC;
503645199026106368;Sun Aug 24 20:49:07 +0000 2014;RT @mikeratcliffe: Napa Valley damaged, more than 100 hurt in 6.0 magnitude Northern California quake http://t.co/FgT6Dk3mVQ;
503645247868383232;Sun Aug 24 20:49:19 +0000 2014;California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/0SYw2ADd7a;
503645279900278784;Sun Aug 24 20:49:26 +0000 2014;RT @hurd_hurd: Building red tagged #earthquake Napa http://t.co/MSWQHtQXYB;earthquake, 
503645208383201281;Sun Aug 24 20:49:09 +0000 2014;The latest on damaging earthquake in California http://t.co/FydJDHgLHB #vegas;vegas, 
503645238447988736;Sun Aug 24 20:49:16 +0000 2014;California earthquake, 120 injured
http://t.co/ylkUYq3csG;
503645226565517312;Sun Aug 24 20:49:13 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503645285700997120;Sun Aug 24 20:49:28 +0000 2014;California winemakers cleaning up after quake http://t.co/nGLN242Njn;
503645225659957249;Sun Aug 24 20:49:13 +0000 2014;RT @shelbygrad: IT WORKED: There was 10-second warning before Napa earthquake by Berkeley scientists. https://t.co/X64UgJo391;
503645225948958720;Sun Aug 24 20:49:13 +0000 2014;6.0 earthquake shakes Northern #California http://t.co/0h6npL076O via @MailOnline;California, 
503645243539861504;Sun Aug 24 20:49:18 +0000 2014;RT @KING5Seattle: New quake map shows Pacific NW at high risk: http://t.co/aXn50AWSZW  #napaquake;napaquake, 
